family_id,upstream_path,upstream_sha256,upstream_bytes,upstream_lines,upstream_run_directives,upstream_check_directives,semantic_tags,fixture_source_set_sha256,fixture_binary_set_sha256,native_contexts,captured_events
SNF-076,lld/test/ELF/linkerscript/symbols.s,834f46adcc5d6dbbf6de26a361e0482fc5ea05cc69ed1c02e87ec2c6ca2f8e51,3721,86,36,24,hidden;visibility,9ae2a72f0e6811bc25fabb9a5c0c57b4548b2bd25c156ccf18b158d78a920278,d21942d60dd33fef42bcdc4f5d24c51eb97907071253b8bd67e82078d0680a9f,16,992
SNF-077,lld/test/ELF/shared-lazy.s,b86a17420b9511af9b0401f8dc62e53998c9fd61bfa7c46b4fb1620be0856110,2422,69,25,30,shared;weak;archive;as-needed,69872966f96ab1b22538767328615386edae9bfe98ee8a2c94919471ccf72a0f,b8e56fc040c10424d36a6c27c0c4e751c8821dbe497c18481addc3998b14856b,16,992
SNF-078,lld/test/ELF/undef.s,85c13036c961c3450535b98652dd23b73f73a08111fbab1ae483cf08a7e7f5a7,4773,106,13,61,undefined;archive;version,d443d23860d46f3bc78b54d7f33c65cfde8bd356da3f91c9ece615e38b105b8f,bd55aaa3308b5654ae6dc42eb639d64d09edc10dd835d37d9cbc07b0c6359552,16,992
SNF-079,lld/test/ELF/lto/archive.ll,8e1ffbdd31e94ebab03f1b66b671c77abf11cb857d88126264c328525b7d6478,891,36,8,16,archive;shared,f6ad74d9f58b5153f9b98b047a0c53d1b0897990118ca37e3fa0130f5bc01fd5,521e6c0ca19b9e74bc1115b5860b6b90a5dcde13113327988fff4dffbbc403f7,16,992
SNF-080,lld/test/ELF/lto/version-libcall.ll,3131273f2383114d1eab78335ceb4334e5dbf02f620307202a9fc1524aaef081,1888,44,14,8,version;lazy;shared,ed0d8d7e0aa35940df1fb940d13e6b6c54fab542bb158c8ca99efb8daa60717c,893e489436a7a480ef2d0016be09e26c0ba6b248e807f33c87ffb2505cc90f1e,16,992
SNF-081,lld/test/ELF/arm-tls-gd32.s,eb090ab14df5123f579f18ad35abcc0860a073ad874958c8f223e5001af66958,2720,105,4,10,tls;hidden;shared;visibility,b1e518d55f0bc5fbdb3691219b99e633a2842973a1ddec20da887f5a4552f853,a27d8d77887480d658e725b830bebca15c803168aa018b2f12dbd04919613b09,16,992
SNF-082,lld/test/ELF/sparcv9-gotdata.s,7ec22b26787e9ac8076776a0ded59f2c6ac78fa59365dc80ccdaffa5ce07a55f,5017,141,17,32,ifunc;weak;shared;hidden;preempt;undefined,b67545cf15dbb5ada43883ee8860c960bad14f80651670cc64308b710ca9133a,7b5eade4c50ba553d1a2d3948596b89964f89feaac6e37a7e707658e199c13ad,16,992
SNF-083,lld/test/ELF/lto/internalize-exportdyn.ll,9593ccd5b9558e01081ddee327f15830d6fdac60dc3845f5f424d2337ef3cd5c,3550,121,8,23,weak;export;hidden;shared,42d9b1af641c1274b0b534447cadb641e81db881558d5da07786ae05ad40511e,33bc59b85d1f10d0b8e486324db549aa5ad7194dc0159ac21aab37623d3ff95b,16,992
SNF-084,lld/test/ELF/riscv-undefined-weak.s,a5b1b6038f876b6bd634e181b0bddbfd349f90b65e381e00189384a45a253614,3134,102,10,19,weak;preempt;undefined;shared,eb5b3079940bc7f3df2e85f6f651ff1af2c36f6f8d0c7b59df415ebe92115451,e1f018a1cb7ec3448f2bcd84d2269e6e2d28222281fa74d1950e9d26b1c5deda,16,992
SNF-085,lld/test/ELF/pack-dyn-relocs.s,5a165d0c3372856483f31ffd7af038a3c2757b5f5238f16f15d3b12dec111bfe,16510,334,20,16,shared;symbolic,5796dae416dd9eb2939a2c347686c33daf545442c59d021dfd9cc0124b8c606e,f0a2655acdb70a34a298ec86cb52cdb3370499684f1b7b504e82cc7af3d933fe,16,992
SNF-086,lld/test/ELF/linkerscript/multiple-tbss.s,1fd4016f8befcdb0c23e488e83dfcd1b039011e22aaa19eccf863d2c12d02da2,1135,45,4,34,tls,8828aa47754f8f9f92f7fc29a88097410d779eea63160f29c90d220bc682ab10,65be56f38832c339517e4738d2fe6fe55ce2e96b85ae9c6b73055302f8208965,16,992
SNF-087,lld/test/ELF/arm-cmse-diagnostics.s,387e8aed4d85cddaacaf1b2c2f1deb64265edc1383606ef703af0a6ce8270732,14174,281,46,60,weak;version,a88ba30b2ad92ec75bff8fd77414990aa96e8669235545cbe160c8cd21ebcdd1,24ad12a5a153cc2917103d54bdd2ff2ac7005cbfc6aafb21d081223c89076b25,16,992
SNF-088,lld/test/ELF/comdat.s,f95ebec89a088743f0dde4634149badf2e80cb4dac5a21d634182fd01f19154c,1533,48,8,15,shared;gc-sections;hidden;weak,d1f333eec795fb063605ea3d0788fd5cd22ad1d0649c72ada486273ec7a7f462,f8b87ee9e38644ba58b6c17f17ddc5f5afe2a21b48a0b644da0a1f7e6d9eb962,16,992
SNF-089,lld/test/ELF/verneed-shared.s,ed77f9fffd3560210f8f6d26a329192484d350ad9349a5b3fc2b0a0268142dcb,1311,37,12,8,shared;undefined;version;export,7b44657e69f1f8e070cd967f5c9d5dd60055482fcaaf0680a19ef550ca585ba9,e3af408406f4123733d1a01f405822a89339f58755706f684e3d687ce769cd7b,16,992
SNF-090,lld/test/ELF/lto/wrap-script-referenced.ll,b856bb7e51f09057b7cc8a52ba3e9cde0409ecdc22600b2d8e7d7e21b2f3bd85,1772,46,8,4,wrap;hidden;shared,bec48df24690c42ab22dcef87221cc970ef4e41f972fc6db384c1cd4e3e77230,2ab68ad921e651d5fb8afac1145a9ec4f778a650ff78372381121bde50ff20a4,16,992
SNF-091,lld/test/ELF/as-needed.s,2231d16adf90f47c10b27f3dc6aeec1d60bf2b3ce475e241b61a6d5a918ec6ce,1860,49,21,19,shared;as-needed;weak,fad040e71edd5c9fa715c19559b4fea872c2a6a51aaf80fca343ebb86b41530a,e1d005b7ffef5057aca545b2baabedf1ebfb0339d3d5e253e52cfab9932be887,16,992
SNF-092,lld/test/ELF/version-script-complex-wildcards.s,50dc1bba3acdac861718468eec7193f860917642f6da3e2144c3f7bf4363ebff,2481,62,31,20,shared;version,f82ce952002ce8b916278d4ce1b5481f2d60792f70b44464bb45f51ff97ab75b,02218c21622c8e6027a449c3ef3aea6800390bda2c44e1c6b1b1a3d8d18eaaca,16,992
SNF-093,lld/test/ELF/lto/comdat-nodeduplicate.ll,bca597ede09d1c1956fb6db77d09b28b4876146db45f0ffe828a765ee57f9e5d,5651,133,35,27,weak;hidden;visibility;export,f7778988b6c02bb8adf6e97f2acde28328ffe3c51b626c0c253251633ed32b86,a1638621cb8438059897d7268d5ab2206700f1f7acbb51f51b3a6606028e2296,16,992
SNF-094,lld/test/ELF/executable-undefined-protected-ignoreall.s,68cda0552061840e5c7f00c894e3a9862eca165667044e6cd61a530f0b847a56,260,8,2,2,protected;undefined,54d2a16def2661fc57c0a212d5110cffc75f2ac14b5ef415baacc68ed7aec7fc,633a3846d6619c56cc3de167894432b30ed42b2e5e66d79a036fd1e925f9130f,16,992
SNF-095,lld/test/ELF/archive.s,ccb49cd95540b2ef3951905f1b6a6e88d364ed064bb238844fe56fe85fe99e04,1200,45,15,8,archive;weak;lazy;undefined,a9a15aed7e18ce8c41f7645048a763d42137f3be428593a358961eddbc8b6dd8,05b2000d0b53ba0e97d62ca55c687b4d420a0c10a66581ce23dae4645390ea92,16,992
SNF-096,lld/test/ELF/undef-shared.s,b6732683dc8c9efb25e865cb51a95db086df28776da82ca0f42434b8c4091e67,618,23,2,7,hidden;protected;undefined;shared,1a0629a40e5ef880fb57236c241fbc33b79bfbc3f95c68574abcbe965e94f228,9cea2eba00907f8a94fa8f8651153d5963ccdc3762d4738d584d8603f3427d92,16,992
SNF-097,lld/test/ELF/dynamic-list.s,f6c67f48e2e98aeca06b47999293b8c644c379ab3bace15d135d1c6def29bdc0,1856,57,25,19,export;shared,dab3cc027d17430168564de51247c25286b3f5a5e3c7608334f7bc094fc6f709,72e08bdef4833180724cce8abd6d8cb8c7cb4c0f7dd00617d2e165a2ab1e0e08,16,992
SNF-098,lld/test/ELF/weak-undef-lazy.s,b4fc351080f9c576dc33ca86bfdec84b2bdc8cdf9debf0a61923baf776946203,348,11,5,0,weak;export;lazy,bb319fde6d9dee8733ac9e54a6d4f19b281011c2aa92f7e7fe6930ce63490f31,f15da7b057b19dad35837df83d3ddbaa4ac6b06a8ddf65a71e90d9ba94a094d3,16,992
SNF-099,lld/test/ELF/sparcv9-tls-ie.s,34c4b25d30f8bfafc7ceb2b2f88d772cdf8958b9eb944673eaa041b170b1fe95,3454,98,10,8,tls;hidden;preempt;shared,8277b87ceecbcb9d61e7fc857b491a4d12d02d77b24a4f6118696fb94a2ca686,9eab66e5d616c8b90c192e97301a46176e1415619a630296c054853ff3184dc4,16,992
SNF-100,lld/test/ELF/linkerscript/orphan.s,1ea6f7e2e82de5ded178e3e6130ea9361a0623197259853b2f67c688bea8c7de,5309,136,14,12,relro,ff4b1d3497f52a946697c1f657f17da91c0191c7d69944e19eae6633cb8b40ba,51418f2941eee8432961c424ade5853a050ee5f088fd0195918edb8fb642d570,16,992
SNF-101,lld/test/ELF/aarch64-gnu-ifunc.s,b48639acdcc8bb2c793458bd7a70ed8f6e7b6b7c31db798c181cade30f50944c,3905,142,4,94,ifunc;hidden;undefined,b5226f2dedf274f364ea7cc016e014fb5cae34e5f17585ed0a901dbb271714da,f4c2f3aac41a77e41349e875b5f6cc6a55f2b8cdc50500f7fc57ac1aa5dd115d,16,992
SNF-102,lld/test/ELF/allow-shlib-undefined-weak.s,4425424c83535dc334c5bca99d9521de64617efdf43a489c8dd4657863166ca6,1072,48,11,0,wrap;shared;weak;undefined,b502d7d5b78deffb7c83e8691bbb805d1c53258b26a18ea00371c8aaeaab9248,69d5fdb658a847cd0b558b47819fd74d58947c836b70e3eb832ff8582c99b66d,16,992
SNF-103,lld/test/ELF/debug-dead-reloc.s,7786037440caaacec55f0dd0c36e1a915d16a8ab7416d3272602ac98a645d79d,4218,112,11,19,gc-sections;symbolic,7cb10c979ef6b259700a160431e5efcd14b2103edcf144093ddb683533f6217b,23c8246a1c24729426a0792a1d1e23ea071948bf161067640926c51a3f180c40,16,992
SNF-104,lld/test/ELF/as-needed-no-reloc.s,fc32b8cbc97cb448490a9d63d9bbc7fc5e7f0844f6c3ff216e2f93b99f792d5a,490,16,5,3,shared;as-needed;undefined,e4d050f2cb36eebe3d843ff415381cbeded30325c57f11ac09ec28495a684f41,75d6ac5b1c83de176750b7c6aa6b2e4478e4651f267478933f104d4d0187b129,16,992
SNF-105,lld/test/ELF/arm-abs32-dyn.s,252093c2bfebcacfef0f8d5d939ad0826a9912927fa2bf9034f47bb7937110c6,1103,41,4,15,hidden;preempt;shared;visibility,2e5c81b81dd196b9b46ee206038928b588b9297de419400136d231706ef5e01e,8236c8809bc9148db2c26a482e2e9ba88d529175196e6370e4584ddcead3d0e7,16,992
SNF-106,lld/test/ELF/riscv-feature-zicfilp-unlabeled.s,304351dcde29906b740a5d53bceb232bf09e5c67d147fa28b8c93a5633c200de,9289,295,39,31,shared;preempt;undefined,767ffdefa59cad556f1cf9c00d9f2654817843c0df7debd266b10a61af2f4bb5,24ed16de3afbde888db5a29290688a79c05edb065a86ad84a3b86cd723505137,16,992
SNF-107,lld/test/ELF/lto/weakodr-visibility.ll,2cfc6115b6649cebb79d18f84cf0e5680bb205e1964dad25185ce298287d7b8b,1325,40,8,19,weak;visibility;protected;shared,b2102fcde19a1b4f9f6911073db8f97a6cefd1460c9ff8cb6de3c8df0bd99942,790ffba0609bfae59deffd8f9cbefd89ca6cf717254e317b957a735c87eead1a,16,992
SNF-108,lld/test/ELF/lto/devirt_validate_vtable_typeinfos_no_rtti.ll,ff9b33ea0a2ffc0309b44b4b876822d406a4c637561176edb1b80468a175d157,5769,136,25,47,visibility,a2273a6bf6d319bd533ab940d7041b74e862710d4c4acffda4d1348821024f7a,351dbba817da3e852cf2674360f454e04d66c53487765e1139c5f10476dd3638,16,992
SNF-109,lld/test/ELF/gnu-ifunc-shared.s,72c1540ed93a7ee0a21f7413b9b75f7a27aa66da4311a78c17c64e32ed8cbea7,2407,82,4,12,ifunc;hidden;preempt;shared,8e5f2ae4eabb63ad9a27b83046456b86f01376745b9b8059775ead97cd5d004e,97fb3cf43c301128b41e07fec90062b4a7a14a1ce3e1041bfe1b16b62dfef347,16,992
SNF-110,lld/test/ELF/ppc64-undefined-weak.s,475d17e714eeceafc14f801b916468079b5aacd9c261d18d581a6f4f1251178b,1235,40,10,8,weak;hidden;shared;undefined,9958df38684cb80456fc70dc466097fd267099608acdcc075d62c552bba70b25,18808b54218f0abd987c3d962bed42bda956e2206c562cb13150a69e0b315682,16,992
SNF-111,lld/test/ELF/tls-weak-undef.s,238e7e0e643fb2f89982da6d039a4384b85d9e60d5f17afacc9ba674c5acf950,1359,42,12,8,shared;weak;lazy;undefined;tls,e66405af884c6c6c3001bf0b6726a9fad2fe3c2b82fd64b6df8d445cba5a001b,caf2896fa952de6682be3e8ec757b425c889a9a1bd3a7dca472d8a9a2dca555c,16,992
SNF-112,lld/test/ELF/ppc64-abi-version.s,8636fdfe55232be8260b5ab1e2a6a8e600b371038c0cb8bc5c9c74615cb16252,437,11,4,4,version,50d3a2cfa7181f012babc874e304add0362f5649bf7c8e0d844478b895fe5efb,f1bdcb89318403eaa2d5e3dd07967e1dd409645cd0f096cd35e02d870b12c1a6,16,992
SNF-113,lld/test/ELF/aarch64-thunk-bti.s,b4b1833f417482dfe6ccdc1d051a879d08e5deca08e1c92874fc7fa446f12c3c,18634,499,10,276,hidden;shared,99f59643405e3016cd97cc1c01833f14684963229a5ba107148f827d1ffc2e0f,dd884d7a31dd75c27aac29ef082360a1b0ca8d89849ccd17ca8a126b0cb49b5a,16,992
SNF-114,lld/test/ELF/dt_flags.s,90577b002265c867b17e6c38a88acab2554f47cfd668f8567e07fb66af337c6f,824,27,9,8,symbolic;lazy;shared,deddc58de24a67862dd1d012191cc0b4993abf18bc95104af1968f0edc11ce93,f32983db31795f968f5c5c6932e1b560feb880cc02bde665226d3e0b84e6c763,16,992
SNF-115,lld/test/ELF/mips-tls-64-pic-local-variable.s,e6b5dd2001ac977b5515ab09e3051560377271cb96f946693c2fbfbba93dbd78,2140,64,9,5,tls;version;protected;shared,4c8edb2fa32bf9fe76304b36907f3e5a0e708f36275675691b2a94d85b017739,f278651a7238167d0fd9613bd1eeb311f5f4ed4bcf0a64f2714e6212d3c57523,16,992
SNF-116,lld/test/ELF/lto/comdat2.ll,8313278df7db0be79d9296bc508d0f4910eed90eb582c689deb479c37c4cd018,1187,45,6,14,protected;shared,f0849b9d6a279e6c0e41bedf6e005057044d9808b7ff5e5c95b892a0d65b055f,76e46d4ce3f78f9c0e9bdbc900e31b188863e46dce0cbdc5d143f5879e419da2,16,992
SNF-117,lld/test/ELF/lto/common2.ll,6a20460eb605a0c94df5da56320d46c5d5d55520b5083fe9da2582457710b9a1,814,28,4,5,shared;hidden,bc60ed7c5b820511d19edcd9d462d6e9aca44a79fdb58f438fe2a78b149d8138,6473b605ef03f1c2755da01d2cdfb398bd0258299b0a4c891f811fc31ab6462d,16,992
SNF-118,lld/test/ELF/weak-undef-shared.s,fee4e136e66e8e6a86c11471bffba1d129ed72cd841709f913953bd93a913939,1603,40,21,17,weak;undefined;shared,ad1376c0912001084794e3218915e094b43d3f311138cd39035092b78b78c7ae,e2eb3e5374d016aad6b3acd32a8a59785df0011906b7217122c7c03daf960e05,16,992
SNF-119,lld/test/ELF/arm-wraparound-veneer.s,81d72c5b25ff3841310a1012ab7b2b345939227b6b72fd9648344ced1733ee19,3363,102,10,9,wrap,89fd39824b9a95a4e21da828a96907bfbf77013375582bf6486798b3478a9a3d,3d3222010defff072651f71a4a83b30f87fe06e42676bbf75f471a723e9f13da,16,992
SNF-120,lld/test/ELF/verneed.s,ef5293d331a5b068750d21fea7831b6f61ac59d6db0eeff4d5ddcf8ed44cf7a3,5718,182,8,160,version;undefined;shared,c08dbfb489e71bdf20536437527581eb4baf376dcfb6cb1f4584e544794acfb4,1948ed3dbd7a513dd874ba63f3f33557707bd8d8869a049cd345d554924b9d04,16,992
SNF-121,lld/test/ELF/icf-safe.s,27aca2f4836b202916e66266310f9fe30be36f1eb3672376b8acb3627b60811c,5731,176,15,27,export;hidden;shared,cfaec256a692d23584cf9f4c8fba95a6577d706fa81647b32406d8ad9f044e9d,104cd3fb054c3fa6c15bd6728b7806eaaeb68ac758784b3cbd1ad7a8b14d5e1f,16,992
SNF-122,lld/test/ELF/debug-names-type-units.s,12e8f7e42e356e0986a9279417179d98e8f3caa667cde735d777c56a30c8ef88,41937,895,8,8,version,697e235cc38b3eaf67aceaccb6267e7e889a2c04e28c1a5dfaad7839f8e4e73c,79e6d7d8dcfea9b22ddb3bb0c72c3865f57fc53034dfd686314a5b6439d917a5,16,992
SNF-123,lld/test/ELF/aarch64-cortex-a53-843419-recognize.s,b3c51f5af9ef33376dc1bd3234ec5d5a0f32036364a9895d8e7ffd0cfdcf2e81,26861,616,7,290,baseline-link,eed097ac02916ce2d85487decb9d7159fd989f1611cdf858c20cf3b1aa2bf789,81924f363bc8d80a77eaa50a24c0d2fa6c275ba847c4b4b112781419c693b7b5,16,992
SNF-124,lld/test/ELF/gc-sections-no-undef-error.s,ae579f6ed55b0f4d0440462fc646384b0b2dffeb1aa63b3242ba85033b9b4450,409,19,3,3,undefined;gc-sections,ba7b955cfdc3f7ec654834a120f13bb6ece480111a3f36eebcc95d0ac70fef77,0e92e20a6af268c5a9fe2eede17a9a6ae60e55756950d734f31d45f2d0f8e18e,16,992
SNF-125,lld/test/ELF/hexagon-shared.s,bad10f343b68fc23e994fee14ac7066482eb89932cbe21cf790d68e0bf1bb05b,3120,114,10,10,hidden;symbolic;shared,0dcf7f8810914cd8a144757287d07a9b29ec71af86bcb231cc22eaaf9b9f035a,2a3927a7fda7ec1f5d6a2fb0970e64ff9688ae07c99d5ad6a88b5fa74a94d481,16,992
SNF-126,lld/test/ELF/gdb-index-gc-sections.s,fb1f1f36053ef2e0f60da979eeb223f0a1a718803b0733ebfb50668b1e84a0bb,6070,158,3,3,version;gc-sections,6790bf8e9bb6a707a8c1c369fe5b1f7c1ada01f52f78ee8fe9c83f3ac232b760,473b873b4a51da03d9f08b8ffb8ffee596c763223aafac4b90eca5dd3768127e,16,992
SNF-127,lld/test/ELF/gnu-ifunc-plt.s,8657a8fa1daaa03b05f7229124172ec1b19629a67ba7e29a0ff85ee2dfc4c419,4254,111,11,27,ifunc;shared;preempt,c7d71be895d74f7c5fdfb202eaf036d293a449cd1ac75b77ec72afb7f1e3a2be,47b10d155c387b7345a68437700a533a7a08df36c26d847d5d19234b38c9f2db,16,992
SNF-128,lld/test/ELF/gc-sections-metadata-startstop.s,ccbf9c70499e8b5b9b19a9fd571a7de8ab5492ebca5a4262fbf450400de1f3e8,1174,46,7,12,weak;gc-sections;protected,619e54715dce2968c5e7e39df6fa6b044099e40ec8e0e8812837dcbd9a52d95c,6b7a734baffa438b251cc3b9ac914a4c359ab82b14ff84c0e3b34ecf38fbf7fc,16,992
SNF-129,lld/test/ELF/dynamic-list-preempt2.s,d9ae9b1f50b2e6a060a4b25a9185834e0463bae91612f563eba06e5bdbc85842,779,29,6,4,shared;export;preempt,abf2c3e290153574743daf5bd6c7d5d43c55fbdb99c34deb847883da0d8e73f1,691399764b48f7b7fed8bd22875d008dd36072923ac68e39e25edbb7e1b16597,16,992
SNF-130,lld/test/ELF/mips-micro-thunks.s,e5363943160da33e337bef1014fdf3ae15732f52247f75ac244c1fb854e30f08,2794,66,35,9,baseline-link,abc21519efc0c4c7390c3bc1b5bb56b89ae8088fa15948873ed5faa38c914901,35444a0d91e14e03ea2c0808282f8359a9260b2a40b60b1bd54d9548737fb5fd,16,992
SNF-131,lld/test/ELF/wrap-extract-real.ll,7d6ba69e3f8a0f2cdc6bea2445318028838f7fe1270876bb219593695f5e457f,2705,66,9,4,wrap;weak;archive,069a87486cbc8fa34bbfff35d9db0e7bf114aa83cb65fc8587ea9b349c18ad2e,8220697f82c5a2182d68e958ad4144b0971def7bfa9b4896e67453a13c25841a,16,992
SNF-132,lld/test/ELF/linkerscript/section-class.test,4f832de671a718857b434d37afa10d543d6267e99e329067c957d1657fb5d393,17935,552,64,67,undefined,82c8a42d687780430d7d01fe065c7a7a28acbf555adc012e8ae10e4b88800cb5,d48cc1c01342dba86f2633645f90ccaa52812b8c90375975cd6eaa1f214d6ec5,16,992
SNF-133,lld/test/ELF/aarch64-pauth-rela-iplt-end.s,e2f008f3fe116a49f97e90e08165210c0e979486084e6ad817720d2bc6709345,762,20,3,4,hidden,2c5e3fbcd5183e00ef79d383fa02c7868a34302b57cd486179b66a467555e578,8500874fe0bca150a51cb35cc0a189ab47f6623fd490d837532d4020e5785bc9,16,992
SNF-134,lld/test/ELF/visibility.s,a293f88dd06c6c122436660b6383ac98108b235d7b0382029ea210e1ca3b743c,916,34,4,11,protected;hidden;visibility;shared,df5985a35e6b5e1ee385df85fce4ceefa9978ff82b6f493f3584590ee038ff07,ea266df331e4fb71407415b0dd19a922c21f755131949522d28b4f0649c9733b,16,992
SNF-135,lld/test/ELF/lto/undef-weak-lazy.ll,23bd2665c8ff6562a2b58bb54c090dffd1a6b8f531a81d41ae75e896907fc4a0,824,23,9,4,weak;shared;archive;lazy,507aa2e8f2bda8b698b005ccfe0a10dcde4de105454746288a16d50642f52716,00c62dffee5be7f9b6adff31b3d46d915bd905c18d5d7bfa9dc003eeb3815f81,16,992
SNF-136,lld/test/ELF/lto/exclude-libs-libcall.ll,eb11b2f92fe48923ed508f07958ebc25a678c4ac0bcbaf3ed35c25789fd137cb,861,28,6,5,lazy;shared,aeeef3dc1a446cac1aa4aaa662fb0ead87e3b3db6118ea82ff5cc52796333e51,2c385d348a5abc28e0f007f653c735d958e1e57b0cb82f150905f9a9e4e16195,16,992
SNF-137,lld/test/ELF/x86-64-section-layout.s,892e6f9b2692f49f607d7bbb17a16ad897cd73397eb90e97afe4e477dab5c502,11735,223,17,117,relro;tls,5919bef83a94f905427be9079bfe0d47b56fd45aa05ec9e039fa25c7e27e105d,0223b95d62a1fbb1b629b380452174ab942dfef1538a736d3c013819df779fe2,16,992
SNF-138,lld/test/ELF/linkerscript/memory.s,ae70e0267dfe9718534af25825f72fb8b52abda0f0872ba08ed9b1e23a60e8d8,2842,83,45,15,relro,bf26011bfafe8c082135fe542ab3b3b0e05e8daea2d2a988e5e7806a7a0b4ebd,d5844835a4656e5e4e7973da63973746cc224871e30a0af6b139b73a90bba474,16,992
SNF-139,lld/test/ELF/basic-mips.s,c07d227f0f1077a8289ba862093e280a763dd15e76c8ff62016372fbfb65f89f,10045,330,4,318,version;hidden;undefined,88678357f74a3129f2b0db91d975b15a7a9e462cc21fca4f260083e5112f2cf6,ce1fbd145cf44a9659df7d3cdefe20cef241dd67d4cb7e7299a4a7b0621e3a04,16,992
SNF-140,lld/test/ELF/lto/comdat-mixed-archive.test,18ace9a296f74b282a9cba39ac138cef1c3ae6e424d6fc43821965fb3ee61005,2154,74,9,6,lazy;archive;undefined;weak,b7d42b0d707f60764ee0ab7907962c5d2fa5cbbcf2cf66e83ec040d1f5fc633b,93db5a5400cddca73f081c13c83fab733224da8b42fef5c805c5ed2148f90581,16,992
SNF-141,lld/test/ELF/gnu-ifunc-dso.s,bda4f32a3b29402af5f98b493a9c007349865e191ea8279fdf1fb1c83cdef65d,666,21,7,6,ifunc;shared;symbolic,21dcb949912c23ea6dd43b1e1de2acde218fa1f52073cf9571b1e1e97f02bfb6,d744f7b5f9ed1f946ec93c15049607d593bcdbfd3f00afc46334c1fd55f8a07b,16,992
SNF-142,lld/test/ELF/gc-sections-retain.s,52fbb863cfbbf115a9e4ff629b381be19dd4e22c2868b9e150a13d92f3a4c20e,1189,39,7,10,gc-sections,861b7616e3aee0ad145639041a2b9086e60e979de154f433073db764153f219b,1b1ce43f30fea08827a1f0cef00d5c9e9f7fb92b2314cff951bb269d4e057f61,16,992
SNF-143,lld/test/ELF/basic-systemz.s,b8f76a8e5d216f81bf89658def13892ce4850ba5fa7c520a6af15934e6685f26,4068,63,3,51,version;relro;shared,ac6c149b4d46a0d8c735b1ed828d5a98713112bacb9eb8ac42e7b7d63906542d,710b0dab5992229528bf0d579e6e1b9a80d16b24670e01ec14e4b592c9cb98c9,16,992
SNF-144,lld/test/ELF/lto/devirt_split_unit_localize.ll,64e6607b91a3b35ef352b2437a69133987799e3e943ea1c92155e5e684285532,4686,109,7,2,version;shared;visibility,7ffe9fd2572db76fc40b957fc492c08cda54136ba461fb27f3d3b9226635108e,bfd9e28720006b25ed679f2bfa4bab840cc7e55b07ae8f4852679c628f138ef2,16,992
SNF-145,lld/test/ELF/linkerscript/map-file.test,e811e507dbcf7c0ea984a3dcf7c4b94bee46f1315a2c2acb5154684d98f520c3,2765,60,4,29,hidden,200f31d8cec15e50554b6a4f8a36f9a8b7aed043ddf65fa6c497a5696cd59814,0c787b61090868cb2b756f62708358a69a2d7c1f3cdf90d3cb64127311ede759,16,992
SNF-146,lld/test/ELF/arm-tls-norelax-gd-ie.s,0b023393d7128b089568d9da7f5ee437380fa4a587004711e0f5350a16e6236b,1049,30,5,6,tls;preempt;shared,86dce56a1cf62c530342a6ed2cc7fffd3583d25c86b694860144557db41e675f,e3d5b082ec18b0877fd6562cefff862816809804b0a9cb1babce4a2bb95de0f9,16,992
SNF-147,lld/test/ELF/print-archive-stats.s,59f3aa938a06dc81866984b9f17a85d2dc2823457ca8fe6544c7640895717a8d,1581,46,15,15,weak;archive;shared,6c46de97389508a915241109415992d2a14670ad21ac430bf7120075db93e33f,07026a30f269646aec276abd0d3a7696e71b70d045309a08fe8e83027840f8f8,16,992
SNF-148,lld/test/ELF/weak-undef-rw.s,45b558591b1828eeb0beb65eacd08c73800b138dc1b4ee9492a0293bc5e91e0f,3265,82,31,24,weak;undefined;shared;export,b0bae7b6f050ee0212fd9991ee4eb204b96998afccc2eb26c26c740b85e07a25,76efee0efbf75c1e5e09787b4f860ff1aaf3750398b7eed2eb5ccbfdc8eed10f,16,992
SNF-149,lld/test/ELF/linkerscript/memory-err.s,a9877ce888f1b8908003403fde3a095e45cf1bb1243e7703f59b0f0322599f98,3277,81,37,29,shared;symbolic,548d9d220cefe373f92853af53539bdc3de5bb2afff83486311af96d719e4d4c,a1180ed5ea5b028525fb870768ea3c8375129145b662e1d4bdbdc2e41f0da9fd,16,992
SNF-150,lld/test/ELF/aarch64-tlsdesc-zrel.s,b079fff4bab652d65f3fce14f14ef29aba5122989582893fb9928b6e2b7b6ac4,2244,62,7,7,tls;shared;hidden,96792a91814c07f9522490fd214abba99f854ca15233b0043a49373252072f5e,bf8ee1fe0ce9c2dc870214d654a3268b28987536dd6730aa3adc3cec1de6b45e,16,992
SNF-151,lld/test/ELF/retain-symbols-file.s,73d4ceb1025ad30f46947bbf55005ec7781c9cde21ebeefbeef87477a954f7fb,3658,94,18,14,shared;gc-sections;export,2f7e46e7dd6cbbca331cd4c54578297bcc79c72d51a6f30c150d6ffa4c0d9e60,f629001b6958d12a8e06c0497a5d2a8e17c5a4ecbfc3f1d2d640c72c0a43ba9f,16,992
SNF-152,lld/test/ELF/unresolved-symbols.s,ad48029492072635794bbc7842db369d73b70dd1bdbf8d9a887bceca4728ca78,3288,67,32,24,undefined;shared,0dc97c620690cae5dfd94401fc6a48d0702d408e32f6853c6e4a9cbc4b2d8214,841ec193fb42739f1905a7def421a3e43c32844f8ae390a7f6cfa96007961733,16,992
